sku,title,sdesc,desc,quantity,cost-price,price,image,sostav,Strana,Proizvoditel,Kornevai
61B-4H,"Покрывало жаккардовое, 61В-4H","Комплект с покрывалом 5 предметов, 61B-4H","<p>Освежающая ментоловая прохлада на ткани с благородным блеском и интересной структурой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",5,8052.0,12881.0,http://asabella-life.ru/image/cache/data/06.2108/61S-61B-61BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
61BX-4H,"Покрывало жаккардовое, 61ВX-4H","Комплект с покрывалом 5 предметов, 61BX-4H АКЦИЯ!!","<p>Освежающая ментоловая прохлада на ткани с благородным блеском и интересной структурой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",4,5390.0,8624.0,http://asabella-life.ru/image/cache/data/06.2108/61S-61B-61BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
62B-4H,"Покрывало жаккардовое, 62В-4H","Комплект с покрывалом 5 предметов, 62B-4H","<p>Грозовое небо с лёгким оттенком лаванды на ткани с благородным блеском и интересной структурой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",1,8052.0,12881.0,http://asabella-life.ru/image/cache/data/06.2108/62S-62B-62BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/62-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/62-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
63B-4H,"Покрывало жаккардовое, 63В-4H","Комплект с покрывалом 5 предметов, 63B-4H АКЦИЯ!!!","<p>Невесомость розового кварца на ткани с благородным блеском и интересной структорой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,6844.0,10950.0,http://asabella-life.ru/image/cache/data/06.2108/63S-63B-63BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
63BX-4H,"Покрывало жаккардовое, 63ВX-4H","Комплект с покрывалом 5 предметов, 63BX-4H  АКЦИЯ!!","<p>Невесомость розового кварца на ткани с благородным блеском и интересной структорой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,7200.0,11520.0,http://asabella-life.ru/image/cache/data/06.2108/63S-63B-63BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
64B-4H,"Покрывало жаккардовое, 64В-4H","Комплект с покрывалом 5 предметов, 64B-4H","<p>Тёплый оттенок шоколадного трюфеля на ткани с благородным блеском и интересной структорой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",5,8052.0,12881.0,http://asabella-life.ru/image/cache/data/06.2108/64S-64B-64BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
64BX-4H,"Покрывало жаккардовое, 64ВX-4H","Комплект с покрывалом 5 предметов, 64BX-4H  АКЦИЯ!!","<p>Тёплый оттенок шоколадного трюфеля на ткани с благородным блеском и интересной структорой.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из 100% полиэстера, оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,7200.0,11520.0,http://asabella-life.ru/image/cache/data/06.2108/64S-64B-64BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
65B-4H,"Покрывало жаккардовое, 65В-4H","Комплект с покрывалом 5 предметов, 65B-4H","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",2,8833.0,14135.0,http://asabella-life.ru/image/cache/data/06.2108/65S-65B-65BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
65BX-4H,"Покрывало жаккардовое, 65ВX-4H","Комплект с покрывалом 5 предметов, 65BX-4H АКЦИЯ!!!","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",6,7920.0,12671.0,http://asabella-life.ru/image/cache/data/06.2108/65S-65B-65BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
66B-4H,"Покрывало жаккардовое, 66В-4H","Комплект с покрывалом 5 предметов, 66B-4H","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",1,8833.0,14135.0,http://asabella-life.ru/image/cache/data/06.2108/66S-66B-66BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
66BX-4H,"Покрывало жаккардовое, 66ВX-4H","Комплект с покрывалом 5 предметов, 66BX-4H  АКЦИЯ!!","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5930.0,9490.0,http://asabella-life.ru/image/cache/data/06.2108/66S-66B-66BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
67B-4H,"Покрывало жаккардовое, 67В-4H","Комплект с покрывалом 5 предметов, 67B-4H","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 240х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",6,8833.0,14135.0,http://asabella-life.ru/image/cache/data/06.2108/67S-67B-67BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
67BX-4H,"Покрывало жаккардовое, 67ВX-4H","<html>Комплект с покрывалом 5 предметов, 67BX-4H <i>АКЦИЯ!</i></html>","<p>Классическая фактурная стежка подчеркивает изысканность благородных оттенков ткани.</p>

<p>Шторы того же дизайна украсят окно и дополнят образ комнаты.</p>

<p>Верх покрывала выполнен из смесовой ткани (60% полиэстер, 40% хлопок), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 260х260 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>декоративные подушки 40х40 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,7920.0,12672.0,http://asabella-life.ru/image/cache/data/06.2108/67S-67B-67BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-2-1000x750.jpg,"40% хлопок, 60% полиэстер",Италия,Asabella,Asabella
59S,"Шторы жаккардовые, 59S","<html>Комплект штор 4 предмета, 59S<i> </i>АКЦИЯ!!!</html>","<p>Молочные мелкие ""пятнышки"" создают узор воздушных фестонов, гладкая оборотная сторона дает 70% защиту от солнечного света.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из смесовой ткани (70% полиэстера, 30% вискоза).</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,6807.0,10890.0,http://asabella-life.ru/image/cache/data/06.2108/59S-59B-59BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/59-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/59-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
60S,"Шторы жаккардовые, 60S","<html>Комплект штор 4 предмета, 60S<i> </i></html>","<p>Классический гобеленовый рисунок из шикарных цветов на бархатистой основе.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из 100% полиэстера.</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,7452.0,11923.0,http://asabella-life.ru/image/cache/data/06.2108/60S-60B-60BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/60-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/60-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
61S,"Шторы жаккардовые, 61S","<html>Комплект штор 4 предмета, 61S<i> </i></html>","<p>Освежающая ментоловая прохлада на ткани с благородным блеском и интересной структурой.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из 100% полиэстера.</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",4,7337.0,11737.0,http://asabella-life.ru/image/cache/data/06.2108/61S-61B-61BX-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/61-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
62S,"Шторы жаккардовые, 62S","<html>Комплект штор 4 предмета, 62S<i> </i><i>АКЦИЯ!</i></html>","<p>Грозовое небо с лёгким оттенком лаванды на ткани с благородным блеском и интересной структурой.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из 100% полиэстера.</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,6237.0,9979.0,http://asabella-life.ru/image/cache/data/06.2108/62S-62B-62BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/62-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/62-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
63S,"Шторы жаккардовые, 63S","<html>Комплект штор 4 предмета, 63S<i> </i>АКЦИЯ!</html>","<p>Невесомость розового кварца на ткани с благородным блеском и интересной структорой.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из 100% полиэстера.</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,3668.0,5870.0,http://asabella-life.ru/image/cache/data/06.2108/63S-63B-63BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/63-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
64S,"Шторы жаккардовые, 64S","<html>Комплект штор 4 предмета, 64S<i> </i>АКЦИЯ!!!</html>","<p>Тёплый оттенок шоколадного трюфеля на ткани с благородным блеском и интересной структорой.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Жаккардовые шторы выполнены из 100% полиэстера.</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,4669.0,7470.0,http://asabella-life.ru/image/cache/data/06.2108/64S-64B-64BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/64-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
65S,"Шторы жаккардовые, 65S","<html>Комплект штор 4 предмета, 65S<i> </i></html>","<p>Богатая атласная структура подчеркивает изысканность благородных оттенков ткани.</p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Однотонные гладкие шторы выполнены из смесовой ткани (60% полиэстер, 40% хлопок).</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",8,7337.0,11737.0,http://asabella-life.ru/image/cache/data/06.2108/65S-65B-65BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/65-2-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
66S,"Шторы жаккардовые, 66S","<html>Комплект штор 4 предмета, 66S<i> </i>АКЦИЯ!!!</html>","<p><span style='color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, ""Trebuchet MS""; font-size: 13px; background-color: rgb(255, 255, 255);'>Богатая атласная структура</span><span style='color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, ""Trebuchet MS""; font-size: 13px; background-color: rgb(255, 255, 255);'> подчеркивает изысканность благородных оттенков ткани.</span></p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Однотонные гладкие шторы выполнены из смесовой ткани (60% полиэстер, 40% хлопок).</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,4669.0,7470.0,http://asabella-life.ru/image/cache/data/06.2108/66S-66B-66BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-1-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/66-2-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
67S,"Шторы жаккардовые, 67S","<html>Комплект штор 4 предмета, 67S<i> </i><i>АКЦИЯ!!!</i></html>","<p><span style='color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, ""Trebuchet MS""; font-size: 13px; background-color: rgb(255, 255, 255);'>Богатая атласная структура</span><span style='color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, ""Trebuchet MS""; font-size: 13px; background-color: rgb(255, 255, 255);'> подчеркивает изысканность благородных оттенков ткани.</span></p>

<p>Покрывало того же дизайна дополнит образ комнаты.</p>

<p>Однотонные гладкие шторы выполнены из смесовой ткани (60% полиэстер, 40% хлопок).</p>

<p>В комплекте:</p>

<p>шторы 270х275 см, крепеж - шторная лента</p>

<p>подхваты 10х80 см - 2 шт</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,6236.0,9980.0,http://asabella-life.ru/image/cache/data/06.2108/67S-67B-67BX-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-2-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/67-1-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
1161-6,"Комплект постельного белья Евро, тенсел 1161-6","КПБ 1161-6 (евро), 4 наволочки","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - сатин (100% тенсел).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,6314.0,10098.0,http://asabella-life.ru/image/cache/data/06.2108/1161-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Сатин (100% тенсел),Италия,Asabella,Asabella
1162-4S,"Комплект постельного белья 1,5-спальный, тенсел 1162-4S","<html>КПБ 1162-4S (1,5-спальный), 2 наволочки<b><i> </i></b></html>","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - сатин (100% тенсел).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочка 50х70 см - 1 шт, клапан</p>

<p>наволочка 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5412.0,8668.0,http://asabella-life.ru/image/cache/data/06.2108/1162-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Сатин (100% тенсел),Италия,Asabella,Asabella
1162-7,"Комплект постельного белья Семейный, тенсел 1162-7","КПБ 1162-7 (семейный), 4 наволочки","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - сатин (100% тенсел).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8162.0,13057.0,http://asabella-life.ru/image/cache/data/06.2108/1162-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Сатин (100% тенсел),Италия,Asabella,Asabella
1165-6,"Комплект постельного белья Евро, тенсел 1165-6","КПБ 1165-6 (евро), 4 наволочки","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - сатин (100% тенсел).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,6314.0,10098.0,http://asabella-life.ru/image/cache/data/06.2108/1165-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Сатин (100% тенсел),Италия,Asabella,Asabella
1167-6,"Комплект постельного белья Евро, тенсел 1167-6","КПБ 1167-6 (евро), 4 наволочки","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - сатин (100% тенсел).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,6314.0,10098.0,http://asabella-life.ru/image/cache/data/06.2108/1167-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Сатин (100% тенсел),Италия,Asabella,Asabella
1169-6,"Комплект постельного белья Евро, тенсел 1169-6","КПБ 1169-6 (евро), 4 наволочки","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Состав - люкс-сатин (100% тенсел-люкс).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,7711.0,12342.0,http://asabella-life.ru/image/cache/data/06.2108/1169-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Люкс-сатин (100% тенсел),Италия,Asabella,Asabella
